"number","rating"
24040,NA
24041,"AA+"
24042,NA
24043,NA
24044,NA
24045,NA
24046,NA
24047,NA
24048,NA
24049,NA
24050,"AA+"
24051,"AA+"
24052,"AA+"
24053,"AA+"
24054,"AA+"
24055,"AA+"
24056,"AA+"
24057,"AA+"
24058,"AA+"
24059,"AA+"
24060,"AA+"
24061,"AA+"
24062,"AA+"
24063,"AA+"
24064,"AA+"
24065,"AA+"
24066,NA
24067,NA
24068,"AA+"
24069,"AA+"
24070,"AA+"
24071,"AA+"
24072,"AA+"
24073,"AA+"
24074,"AA+"
24075,"AA+"
24076,NA
24077,NA
24078,NA
24079,NA
24080,NA
24081,NA
24082,NA
24083,NA
24084,NA
24085,NA
24086,NA
24087,NA
24088,NA
24089,NA
24090,NA
24091,NA
24092,NA
24093,NA
24094,NA
24095,NA
24096,NA
24097,NA
24098,NA
24099,NA
24100,"AA+"
24101,NA
24102,NA
24103,NA
24104,NA
24105,NA
24106,NA
24107,NA
24108,NA
24109,NA
24110,NA
24111,NA
24112,NA
24113,NA
24114,NA
24115,NA
24116,NA
24117,NA
24118,NA
24119,NA
24120,NA
24121,"AA+"
24122,"AA+"
24123,"AA+"
24124,"AA+"
24125,"AA+"
24126,"AA+"
24127,"AA+"
24128,"AA+"
24129,NA
24130,NA
24131,NA
24132,"AA+"
24133,"AA+"
24134,"AA+"
24135,"AA+"
24136,"AA+"
24137,"AA+"
24138,"AA+"
24139,"AA+"
24140,"AA+"
24141,NA
24142,NA
24143,"AA+"
24144,"AA+"
24145,"AA+"
24146,"AA+"
24147,"AA+"
24148,NA
24149,NA
24150,NA
24151,NA
24152,NA
24153,NA
24154,NA
24155,NA
24156,NA
24157,NA
24158,NA
24159,NA
24160,NA
24161,NA
24162,NA
24163,NA
24164,NA
24165,"A+"
24166,"A+"
24167,"A+"
24168,"A+"
24169,"A+"
24170,"A+"
24171,"A+"
24172,"A+"
24173,"A+"
24174,"A+"
24175,"A+"
24176,"A+"
24177,"A+"
24178,"A+"
24179,"A+"
24180,"A+"
24181,"A-"
24182,"A-"
24183,"A-"
24184,"A-"
24185,"A-"
24186,"BBB+"
24187,"BBB"
24188,"BBB+"
24189,"BBB+"
24190,"BBB+"
24191,"BBB+"
24192,"A-"
24193,NA
24194,NA
24195,NA
24196,NA
24197,NA
24198,NA
24199,"BBB"
24200,"BBB"
24201,"BBB"
24202,"BBB"
24203,"BBB"
24204,"BBB"
24205,"BBB"
24206,"BBB"
24207,"BBB"
24208,NA
24209,"BBB"
24210,"BBB"
24211,"BBB"
24212,"A-"
24213,"A-"
24214,"A-"
24215,"A"
24216,"A"
24217,"A"
24218,"BBB+"
24219,"BBB+"
24220,"BBB+"
24221,NA
24222,NA
24223,"A-"
24224,"A-"
24225,"A-"
24226,"A-"
24227,"BBB"
24228,NA
24229,NA
24230,NA
24231,NA
24232,NA
24233,NA
24234,NA
24235,NA
24236,NA
24237,NA
24238,"A"
24239,"A"
24240,"A"
24241,"A"
24242,"A"
24243,"A"
24244,"A"
24245,"A"
24246,"A"
24247,"A"
24248,"A"
24249,"A"
24250,"A"
24251,"A"
24252,"A"
24253,"A"
24254,"A"
24255,"A"
24256,NA
24257,NA
24258,NA
24259,NA
24260,NA
24261,NA
24262,NA
24263,NA
24264,NA
24265,NA
24266,NA
24267,NA
24268,NA
24269,NA
24270,NA
24271,NA
24272,NA
24273,NA
24274,NA
24275,NA
24276,NA
24277,NA
24278,NA
24279,NA
24280,NA
24281,NA
24282,NA
24283,NA
24284,NA
24285,NA
24286,NA
24287,NA
24288,"AA+"
24289,NA
24290,NA
24291,NA
24292,NA
24293,NA
24294,NA
24295,NA
24296,NA
24297,NA
24298,NA
24299,NA
24300,NA
24301,NA
24302,NA
24303,NA
24304,NA
24305,NA
24306,NA
24307,NA
24308,NA
24309,NA
24310,NA
24311,NA
24312,NA
24313,NA
24314,NA
24315,NA
24316,NA
24317,NA
24318,NA
24319,NA
24320,NA
24321,NA
24322,NA
24323,NA
24324,NA
24325,NA
24326,NA
24327,NA
24328,NA
24329,NA
24330,NA
24331,NA
24332,NA
24333,NA
24334,NA
24335,NA
24336,NA
24337,NA
24338,NA
24339,NA
24340,NA
24341,NA
24342,NA
24343,NA
24344,NA
24345,NA
24346,NA
24347,NA
24348,NA
24349,NA
24350,NA
24351,NA
24352,NA
24353,NA
24354,NA
24355,NA
24356,NA
24357,NA
24358,NA
24359,NA
24360,NA
24361,NA
24362,NA
24363,NA
24364,NA
24365,NA
24366,NA
24367,NA
24368,NA
24369,NA
24370,NA
24371,NA
24372,NA
24373,NA
24374,NA
24375,NA
24376,NA
24377,NA
24378,NA
24379,NA
24380,NA
24381,NA
24382,NA
24383,NA
24384,NA
24385,NA
24386,NA
24387,NA
24388,NA
24389,NA
24390,NA
24391,NA
24392,NA
24393,NA
24394,NA
24395,NA
24396,NA
24397,NA
24398,NA
24399,NA
24400,NA
24401,NA
24402,NA
24403,NA
24404,NA
24405,NA
24406,NA
24407,NA
24408,NA
24409,NA
24410,NA
24411,NA
24412,NA
24413,NA
24414,NA
24415,NA
24416,NA
24417,NA
24418,NA
24419,NA
24420,NA
24421,NA
24422,NA
24423,NA
24424,NA
24425,NA
24426,NA
24427,NA
24428,NA
24429,NA
24430,NA
24431,NA
24432,NA
24433,NA
24434,NA
24435,NA
24436,NA
24437,NA
24438,NA
24439,NA
24440,NA
24441,NA
24442,NA
24443,NA
24444,NA
24445,"A"
24446,"A"
24447,"A"
24448,"A"
24449,"A"
24450,"AA"
24451,NA
24452,NA
24453,NA
24454,NA
24455,NA
24456,NA
24457,NA
24458,NA
24459,NA
24460,NA
24461,NA
24462,NA
24463,NA
24464,NA
24465,NA
24466,NA
24467,NA
24468,NA
24469,NA
24470,NA
24471,NA
24472,NA
24473,NA
24474,NA
24475,NA
24476,NA
24477,NA
24478,NA
24479,NA
24480,NA
24481,NA
24482,NA
24483,NA
24484,NA
24485,NA
24486,NA
24487,NA
24488,NA
24489,NA
24490,NA
24491,NA
24492,NA
24493,NA
24494,NA
24495,NA
24496,NA
24497,NA
24498,NA
24499,NA
24500,NA
24501,NA
24502,NA
24503,NA
24504,NA
24505,NA
24506,NA
24507,NA
24508,NA
24509,NA
24510,NA
24511,NA
24512,NA
24513,NA
24514,NA
24515,NA
24516,NA
24517,NA
24518,NA
24519,NA
24520,NA
24521,NA
24522,NA
24523,NA
24524,NA
24525,NA
24526,NA
24527,NA
24528,NA
24529,NA
24530,NA
24531,NA
24532,NA
24533,NA
24534,NA
24535,NA
24536,NA
24537,NA
24538,NA
24539,NA
24540,NA
24541,NA
24542,NA
24543,NA
24544,NA
24545,NA
24546,NA
24547,NA
24548,NA
24549,NA
24550,NA
24551,NA
24552,NA
24553,NA
24554,NA
24555,NA
24556,NA
24557,NA
24558,NA
24559,NA
24560,NA
24561,NA
24562,NA
24563,NA
24564,NA
24565,NA
24566,NA
24567,NA
24568,NA
24569,NA
24570,NA
24571,NA
24572,NA
24573,NA
24574,NA
24575,NA
24576,NA
24577,NA
24578,NA
24579,NA
24580,NA
24581,NA
24582,NA
24583,NA
24584,NA
24585,NA
24586,NA
24587,NA
24588,NA
24589,NA
24590,NA
24591,NA
24592,NA
24593,NA
24594,NA
24595,NA
24596,NA
24597,NA
24598,NA
24599,NA
24600,NA
24601,"AA+"
24602,NA
24603,NA
24604,NA
24605,NA
24606,NA
24607,NA
24608,NA
24609,NA
24610,NA
24611,NA
24612,NA
24613,NA
24614,NA
24615,NA
24616,NA
24617,NA
24618,NA
24619,NA
24620,NA
24621,NA
24622,NA
24623,NA
24624,NA
24625,NA
24626,NA
24627,NA
24628,NA
24629,NA
24630,NA
24631,NA
24632,NA
24633,NA
24634,NA
24635,NA
24636,NA
24637,NA
24638,NA
24639,NA
24640,NA
24641,NA
24642,NA
24643,NA
24644,NA
24645,NA
24646,NA
24647,NA
24648,NA
24649,NA
24650,NA
24651,NA
24652,NA
24653,NA
24654,NA
24655,NA
24656,NA
24657,NA
24658,NA
24659,NA
24660,NA
24661,NA
24662,NA
24663,NA
24664,NA
24665,NA
24666,NA
24667,NA
24668,NA
24669,NA
24670,NA
24671,NA
24672,NA
24673,NA
24674,NA
24675,NA
24676,NA
24677,NA
24678,NA
24679,NA
24680,NA
24681,NA
24682,NA
24683,NA
24684,NA
24685,NA
24686,NA
24687,NA
24688,NA
24689,NA
24690,NA
24691,NA
24692,NA
24693,NA
24694,NA
24695,NA
24696,NA
24697,NA
24698,NA
24699,NA
24700,NA
24701,NA
24702,NA
24703,NA
24704,NA
24705,NA
24706,NA
24707,NA
24708,NA
24709,NA
24710,NA
24711,NA
24712,NA
24713,NA
24714,NA
24715,NA
24716,NA
24717,NA
24718,NA
24719,NA
24720,NA
24721,NA
24722,NA
24723,NA
24724,NA
24725,NA
24726,NA
24727,NA
24728,NA
24729,NA
24730,NA
24731,NA
24732,NA
24733,NA
24734,NA
24735,NA
24736,NA
24737,NA
24738,NA
24739,NA
24740,NA
24741,NA
24742,NA
24743,NA
24744,NA
24745,NA
24746,NA
24747,NA
24748,NA
24749,NA
24750,NA
24751,NA
24752,NA
24753,NA
24754,NA
24755,NA
24756,NA
24757,NA
24758,NA
24759,NA
24760,NA
24761,NA
24762,NA
24763,NA
24764,NA
24765,NA
24766,NA
24767,NA
24768,NA
24769,NA
24770,NA
24771,NA
24772,NA
24773,NA
24774,NA
24775,NA
24776,NA
24777,NA
24778,NA
24779,NA
24780,NA
24781,NA
24782,NA
24783,NA
24784,NA
24785,NA
24786,NA
24787,NA
24788,NA
24789,NA
24790,NA
24791,NA
24792,NA
24793,NA
24794,NA
24795,NA
24796,NA
24797,NA
24798,NA
24799,"AA"
24800,"AA"
24801,NA
24802,NA
24803,NA
24804,NA
24805,NA
24806,NA
24807,NA
24808,NA
24809,NA
24810,NA
24811,NA
24812,NA
24813,NA
24814,NA
24815,NA
24816,NA
24817,NA
24818,NA
24819,NA
24820,NA
24821,NA
24822,NA
24823,NA
24824,NA
24825,NA
24826,NA
24827,NA
24828,NA
24829,NA
24830,NA
24831,NA
24832,NA
24833,NA
24834,NA
24835,NA
24836,NA
24837,NA
24838,NA
24839,NA
24840,NA
24841,NA
24842,NA
24843,NA
24844,NA
24845,NA
24846,NA
24847,NA
24848,NA
24849,NA
24850,NA
24851,NA
24852,NA
24853,NA
24854,NA
24855,NA
24856,NA
24857,NA
24858,"AA"
24859,"AA"
24860,"AA"
24861,"AA"
24862,"AA"
24863,"AA"
24864,"AA"
24865,"AA"
24866,"AA"
24867,"AA"
24868,"AA"
24869,"AA"
24870,NA
24871,NA
24872,"AA"
24873,"AA"
24874,"AA"
24875,"AA"
24876,"AA"
24877,"AA"
24878,"AA"
24879,"AA"
24880,"AA"
24881,"AA"
24882,"AA"
24883,"AA"
24884,"AA"
24885,"AA-"
24886,"AA-"
24887,"AA-"
24888,"AA-"
24889,"AA-"
24890,"AA-"
24891,"AA-"
24892,"AA-"
24893,"AA-"
24894,"AA-"
24895,"AA-"
24896,"AA-"
24897,"AA-"
24898,"AA-"
24899,"AA-"
24900,"AA-"
24901,"AA-"
24902,"AA-"
24903,"AA-"
24904,"AA-"
24905,"AA-"
24906,"AA-"
24907,NA
24908,NA
24909,NA
24910,NA
24911,NA
24912,NA
24913,"AA"
24914,NA
24915,NA
24916,"AA-"
24917,"AA-"
24918,"AA-"
24919,"AA-"
24920,"AA-"
24921,"AA-"
24922,"AA-"
24923,"AA-"
24924,"AA-"
24925,"AA-"
24926,NA
24927,"AA-"
24928,NA
24929,NA
24930,"AA"
24931,"AA"
24932,"AA"
24933,"AA"
24934,"AA"
24935,"AA"
24936,"AA"
24937,"AA"
24938,NA
24939,NA
24940,NA
24941,"AA-"
24942,"AA-"
24943,"AA-"
24944,"AA-"
24945,"AA-"
24946,"AA-"
24947,"AA-"
24948,"AA-"
24949,NA
24950,NA
24951,NA
24952,"AA-"
24953,"AA-"
24954,"AA-"
24955,"AA-"
24956,"AA-"
24957,"AA-"
24958,"AA-"
24959,"AA-"
24960,"AA-"
24961,"AA-"
24962,"AA-"
24963,"AA-"
24964,"AA-"
24965,"AA-"
24966,"AA-"
24967,"AA-"
24968,NA
24969,NA
24970,NA
24971,NA
24972,NA
24973,NA
24974,NA
24975,NA
24976,"AA+"
24977,"AA+"
24978,"AA+"
24979,NA
24980,NA
24981,NA
24982,NA
24983,NA
24984,NA
24985,NA
24986,NA
24987,NA
24988,NA
24989,NA
24990,NA
24991,NA
24992,NA
24993,NA
24994,NA
24995,NA
24996,NA
24997,NA
24998,NA
24999,NA
25000,NA
25001,NA
25002,NA
25003,NA
25004,"AA+"
25005,"AA+"
25006,"AA+"
25007,"AA+"
25008,"AA+"
25009,"AA+"
25010,"AA+"
25011,"AA+"
25012,"AA+"
25013,"AA+"
25014,"AA+"
25015,"AA+"
25016,"AA+"
25017,"AA+"
25018,NA
25019,NA
25020,NA
25021,NA
25022,NA
25023,"AA+"
25024,"AA+"
25025,"AA+"
25026,"AA+"
25027,"AA+"
25028,"AA+"
25029,"AA+"
25030,"AA+"
25031,"AA+"
25032,"AA+"
25033,"AA+"
25034,"AA+"
25035,"AA+"
25036,"AA+"
25037,"AA+"
25038,"AA+"
25039,"AA+"
25040,"AA+"
25041,"AA+"
25042,NA
25043,NA
25044,NA
25045,"AA+"
25046,"AA+"
25047,"AA+"
25048,"AA+"
25049,"AA+"
25050,"AA+"
25051,"AA+"
25052,"AA+"
25053,"AA+"
25054,"AA+"
25055,"AA+"
25056,"AA+"
25057,"AA+"
25058,"AA+"
25059,"AA+"
25060,"AA+"
25061,"AA+"
25062,"AA+"
25063,"AA+"
25064,NA
25065,NA
25066,NA
25067,NA
25068,NA
25069,"AA+"
25070,"AA+"
25071,"AA+"
25072,"AA+"
25073,"AA+"
25074,"AA+"
25075,"AA+"
25076,"AA+"
25077,"AA+"
25078,"AA+"
25079,"AA+"
25080,"AA+"
25081,"AA+"
25082,"AA+"
25083,"AA+"
25084,"AA+"
25085,"AA+"
25086,"AA+"
25087,"AA+"
25088,"AA+"
25089,"AA+"
25090,"AA+"
25091,"AA+"
25092,"AA+"
25093,"AA+"
25094,"AA+"
25095,"AA+"
25096,"AA+"
25097,"AA+"
25098,"AA+"
25099,"AA+"
25100,"AA+"
25101,"AA+"
25102,"AA+"
25103,"AA+"
25104,"AA+"
25105,"AA+"
25106,"AA+"
25107,"AA+"
25108,"AA+"
25109,NA
25110,"AA+"
25111,"AA+"
25112,"AA+"
25113,"AA+"
25114,"AA+"
25115,"AA+"
25116,"AA+"
25117,"AA+"
25118,"AA+"
25119,"AA+"
25120,"AA+"
25121,"AA+"
25122,"AA+"
25123,"AA+"
25124,"AA+"
25125,"AA+"
25126,"AA+"
25127,"AA+"
25128,"AA+"
25129,"AA+"
25130,"AA+"
25131,"AA+"
25132,"AA+"
25133,"AA+"
25134,NA
25135,NA
25136,"AA+"
25137,"AA+"
25138,"AA+"
25139,NA
25140,"AA+"
25141,"AA+"
25142,"AA+"
25143,NA
25144,"AA+"
25145,"AA+"
25146,"AA+"
25147,"AA+"
25148,"AA+"
25149,"AA+"
25150,"AA+"
25151,"AA+"
25152,"AA+"
25153,"AA+"
25154,"AA+"
25155,"AA+"
25156,"AA+"
25157,"AA+"
25158,"AA+"
25159,"AA+"
25160,"AA+"
25161,"AA+"
25162,"AA+"
25163,"AA+"
25164,"AA+"
25165,"AA+"
25166,"AA+"
25167,"AA+"
25168,"AA+"
25169,"AA+"
25170,"AA+"
25171,"AA+"
25172,"AA+"
25173,"AA+"
25174,"AA+"
25175,"AA+"
25176,"AA+"
25177,"AA+"
25178,"AA+"
25179,"AA+"
25180,"AA+"
25181,"AA+"
25182,"AA+"
25183,"AA+"
25184,"AA+"
25185,"AA+"
25186,"AA+"
25187,"AA+"
25188,"AA+"
25189,"AA+"
25190,"AA+"
25191,"AA+"
25192,"AA+"
25193,"AA+"
25194,"AA+"
25195,"AA+"
25196,"AA+"
25197,"AA+"
25198,"AA+"
25199,"AA+"
25200,"AA+"
25201,"AA+"
25202,"AA+"
25203,"AA+"
25204,"AA+"
25205,"AA+"
25206,"AA+"
25207,"AA+"
25208,"AA+"
25209,"AA+"
25210,"AA+"
25211,"AA+"
25212,"AA+"
25213,"AA+"
25214,"AA+"
25215,"AA+"
25216,"AA+"
25217,"AA+"
25218,"AA+"
25219,"AA+"
25220,"AA+"
25221,"AA+"
25222,"AA+"
25223,"AA+"
25224,"AA+"
25225,"AA+"
25226,"AA+"
25227,"AA+"
25228,"AA+"
25229,"AA+"
25230,"AA+"
25231,"AA+"
25232,"AA+"
25233,"AA+"
25234,"AA+"
25235,"AA+"
25236,"AA+"
25237,"AA+"
25238,"AA+"
25239,"AA+"
25240,"AA+"
25241,"AA+"
25242,"AA+"
25243,"AA+"
25244,"AA+"
25245,"AA+"
25246,NA
25247,NA
25248,NA
25249,NA
25250,NA
25251,"AA+"
25252,"AA+"
25253,"AA+"
25254,"AA+"
25255,"AA+"
25256,"AA+"
25257,"AA+"
25258,"AA+"
25259,"AA+"
25260,"AA+"
25261,"AA+"
25262,"AA+"
25263,"AA+"
25264,"AA+"
25265,"AA+"
25266,"AA+"
25267,"AA+"
25268,"AA+"
25269,"AA+"
25270,"AA+"
25271,"AA+"
25272,"AA+"
25273,"AA+"
25274,"AA+"
25275,"AA+"
25276,"AA+"
25277,"AA+"
25278,"AA+"
25279,"AA+"
25280,"AA+"
25281,"AA+"
25282,"AA+"
25283,"AA+"
25284,"AA+"
25285,"AA+"
25286,"AA+"
25287,"AA+"
25288,"AA+"
25289,"AA+"
25290,"AA+"
25291,"AA+"
25292,"AA+"
25293,"AA+"
25294,"AA+"
25295,"AA+"
25296,"AA+"
25297,"AA+"
25298,"AA+"
25299,"AA+"
25300,"AA+"
25301,"AA+"
25302,"AA+"
25303,"AA+"
25304,"AA+"
25305,"AA+"
25306,"AA+"
25307,"AA+"
25308,"AA+"
25309,"AA+"
25310,"AA+"
25311,"AA+"
25312,"AA+"
25313,"AA+"
25314,"AA+"
25315,"AA+"
25316,"AA+"
25317,"AA+"
25318,"AA+"
25319,"AA+"
25320,"AA+"
25321,"AA+"
25322,"AA+"
25323,NA
25324,"AA+"
25325,"AA+"
25326,"AA+"
25327,"AA+"
25328,"AA+"
25329,"AA+"
25330,NA
25331,NA
25332,NA
25333,NA
25334,"AA+"
25335,"AA+"
25336,"AA+"
25337,"AA+"
25338,"AA+"
25339,"AA+"
25340,"AA+"
25341,"AA+"
25342,NA
25343,"AA+"
25344,"AA+"
25345,"AA+"
25346,"AA+"
25347,"AA+"
25348,NA
25349,NA
25350,NA
25351,NA
25352,NA
25353,NA
25354,"AA+"
25355,"AA+"
25356,"AA+"
25357,"AA+"
25358,"AA+"
25359,"AA+"
25360,"AA+"
25361,"AA+"
25362,"AA+"
25363,"AA+"
25364,"AA+"
25365,"AA+"
25366,"AA+"
25367,"AA+"
25368,"AA+"
25369,"AA+"
25370,NA
25371,NA
25372,NA
25373,NA
25374,NA
25375,NA
25376,"AA+"
25377,"AA+"
25378,"AA+"
25379,"AA+"
25380,"AA+"
25381,"AA+"
25382,"AA+"
25383,"AA+"
25384,"AA+"
25385,"AA+"
25386,"AA+"
25387,NA
25388,NA
25389,NA
25390,NA
25391,NA
25392,NA
25393,"AA+"
25394,"AA+"
25395,"AA+"
25396,"AA+"
25397,"AA+"
25398,"AA+"
25399,"AA+"
25400,"AA+"
25401,"AA+"
25402,"AA+"
25403,"AA+"
25404,"AA+"
25405,NA
25406,NA
25407,NA
25408,"AA+"
25409,"AA+"
25410,"AA+"
25411,"AA+"
25412,"AA+"
25413,"AA+"
25414,"AA+"
25415,"AA+"
25416,"AA+"
25417,"AA+"
25418,"AA+"
25419,"AA+"
25420,"AA+"
25421,"AA+"
25422,"AA+"
25423,"AA+"
25424,"AA+"
25425,"AA+"
25426,"AA+"
25427,"AA+"
25428,"AA+"
25429,"AA+"
25430,"AA+"
25431,NA
25432,NA
25433,NA
25434,NA
25435,"AA+"
25436,"AA+"
25437,NA
25438,"AA+"
25439,"AA+"
25440,"AA+"
25441,"AA+"
25442,"AA+"
25443,"AA+"
25444,"AA+"
25445,"AA+"
25446,"AA+"
25447,"AA+"
25448,"AA+"
25449,"AA+"
25450,"AA+"
25451,"AA+"
25452,"AA+"
25453,"AA+"
25454,"AA+"
25455,"AA+"
25456,"AA+"
25457,"AA+"
25458,"AA+"
25459,"AA+"
25460,"AA+"
25461,"AA+"
25462,"AA+"
25463,"AA+"
25464,"AA+"
25465,"AA+"
25466,"AA+"
25467,"AA+"
25468,"AA+"
25469,"AA+"
25470,"AA+"
25471,"AA+"
25472,"AA+"
25473,"AA+"
25474,"AA+"
25475,"AA+"
25476,"AA+"
25477,"AA+"
25478,"AA+"
25479,"AA+"
25480,"AA+"
25481,NA
25482,NA
25483,NA
25484,NA
25485,"AA+"
25486,"AA+"
25487,"AA+"
25488,"AA+"
25489,"AA+"
25490,"AA+"
25491,"AA+"
25492,"AA+"
25493,"AA+"
25494,"AA+"
25495,"AA+"
25496,"AA+"
25497,"AA+"
25498,"AA+"
25499,"AA+"
25500,"AA+"
25501,"AA+"
25502,"AA+"
25503,"AA+"
25504,"AA+"
25505,"AA+"
25506,"AA+"
25507,"AA+"
25508,"AA+"
25509,"AA+"
25510,"AA+"
25511,"AA+"
25512,"AA+"
25513,"AA+"
25514,"AA+"
25515,"AA+"
25516,"AA+"
25517,"AA+"
25518,"AA+"
25519,"AA+"
25520,"AA+"
25521,"AA+"
25522,"AA+"
25523,"AA+"
25524,"AA+"
25525,"AA+"
25526,"AA+"
25527,"AA+"
25528,"AA+"
25529,"AA+"
25530,"AA+"
25531,"AA+"
25532,"AA+"
25533,"AA+"
25534,"AA+"
25535,"AA+"
25536,"AA+"
25537,"AA+"
25538,"AA+"
25539,NA
25540,NA
25541,NA
25542,NA
25543,"AA+"
25544,"AA+"
25545,"AA+"
25546,"AA+"
25547,"AA+"
25548,"AA+"
25549,"AA+"
25550,"AA+"
25551,"AA+"
25552,"AA+"
25553,"AA+"
25554,"AA+"
25555,"AA+"
25556,"AA+"
25557,"AA+"
25558,"AA+"
25559,"AA+"
25560,"AA+"
25561,"AA+"
25562,"AA+"
25563,"AA+"
25564,"AA+"
25565,"AA+"
25566,"AA+"
25567,"AA+"
25568,NA
25569,"AA+"
25570,"AA+"
25571,"AA+"
25572,"AA+"
25573,"AA+"
25574,"AA+"
25575,NA
25576,NA
25577,NA
25578,NA
25579,NA
25580,"AA+"
25581,"AA+"
25582,"AA+"
25583,"AA+"
25584,"AA+"
25585,"AA+"
25586,"AA+"
25587,"AA+"
25588,"AA+"
25589,"AA+"
25590,"AA+"
25591,"AA+"
25592,"AA+"
25593,"AA+"
25594,"AA+"
25595,"AA+"
25596,"AA+"
25597,NA
25598,"AA+"
25599,NA
25600,NA
25601,NA
25602,"AA+"
25603,"AA+"
25604,"AA+"
25605,"AA+"
25606,"AA+"
25607,"AA+"
25608,"AA+"
25609,"AA+"
25610,"AA+"
25611,"AA+"
25612,"AA+"
25613,"AA+"
25614,"AA+"
25615,"AA+"
25616,"AA+"
25617,"AA+"
25618,"AA+"
25619,"AA+"
25620,"AA+"
25621,"AA+"
25622,"AA+"
25623,NA
25624,NA
25625,NA
25626,NA
25627,"AA+"
25628,"AA+"
25629,"AA+"
25630,"AA+"
25631,"AA+"
25632,"AA+"
25633,"AA+"
25634,"AA+"
25635,"AA+"
25636,"AA+"
25637,"AA+"
25638,"AA+"
25639,"AA+"
25640,"AA+"
25641,"AA+"
25642,"AA+"
25643,"AA+"
25644,NA
25645,NA
25646,NA
25647,NA
25648,"AA+"
25649,"AA+"
25650,"AA+"
25651,"AA+"
25652,"AA+"
25653,"AA+"
25654,"AA+"
25655,"AA+"
25656,NA
25657,NA
25658,NA
25659,NA
25660,"AA+"
25661,"AA+"
25662,"AA+"
25663,"AA+"
25664,"AA+"
25665,"AA+"
25666,"AA+"
25667,"AA+"
25668,"AA+"
25669,"AA+"
25670,"AA+"
25671,"AA+"
25672,"AA+"
25673,"AA+"
25674,"AA+"
25675,NA
25676,NA
25677,NA
25678,NA
25679,"AA+"
25680,"AA+"
25681,"AA+"
25682,"AA+"
25683,"AA+"
25684,"AA+"
25685,"AA+"
25686,"AA+"
25687,"AA+"
25688,"AA+"
25689,"AA+"
25690,"AA+"
25691,"AA+"
25692,"AA+"
25693,"AA+"
25694,"AA+"
25695,"AA+"
25696,"AA+"
25697,NA
25698,NA
25699,"AA+"
25700,"AA+"
25701,"AA+"
25702,"AA+"
25703,"AA+"
25704,"AA+"
25705,"AA+"
25706,"AA+"
25707,"AA+"
25708,"AA+"
25709,"AA+"
25710,"AA+"
25711,"AA+"
25712,"AA+"
25713,"AA+"
25714,NA
25715,NA
25716,NA
25717,NA
25718,NA
25719,NA
25720,NA
25721,"AA+"
25722,"AA+"
25723,"AA+"
25724,"AA+"
25725,"AA+"
25726,"AA+"
25727,NA
25728,NA
25729,NA
25730,"AA+"
25731,"AA+"
25732,"AA+"
25733,"AA+"
25734,"AA+"
25735,"AA+"
25736,"AA+"
25737,"AA+"
25738,"AA+"
25739,"AA+"
25740,"AA+"
25741,"AA+"
25742,"AA+"
25743,"AA+"
25744,NA
25745,NA
25746,"AA+"
25747,"AA+"
25748,"AA+"
25749,"AA+"
25750,"AA+"
25751,"AA+"
25752,"AA+"
25753,"AA+"
25754,NA
25755,NA
25756,NA
25757,NA
25758,NA
25759,NA
25760,"AA+"
25761,"AA+"
25762,"AA+"
25763,"AA+"
25764,"AA+"
25765,"AA+"
25766,"AA+"
25767,"AA+"
25768,"AA+"
25769,"AA+"
25770,"AA+"
25771,"AA+"
25772,"AA+"
25773,NA
25774,NA
25775,NA
25776,NA
25777,NA
25778,"AA+"
25779,"AA+"
25780,"AA+"
25781,"AA+"
25782,"AA+"
25783,"AA+"
25784,"AA+"
25785,"AA+"
25786,"AA+"
25787,"AA+"
25788,"AA+"
25789,"AA+"
25790,"AA+"
25791,"AA+"
25792,"AA+"
25793,"AA+"
25794,"AA+"
25795,"AA+"
25796,"AA+"
25797,"AA+"
25798,"AA+"
25799,"AA+"
25800,"AA+"
25801,"AA+"
25802,"AA+"
25803,"AA+"
25804,"AA+"
25805,"AA+"
25806,"AA+"
25807,"AA+"
25808,"AA+"
25809,NA
25810,NA
25811,NA
25812,NA
25813,NA
25814,NA
25815,"AA+"
25816,"AA+"
25817,"AA+"
25818,"AA+"
25819,"AA+"
25820,"AA+"
25821,NA
25822,"AA+"
25823,"AA+"
25824,"AA+"
25825,"AA+"
25826,NA
25827,NA
25828,NA
25829,"AA+"
25830,NA
25831,"AA+"
25832,NA
25833,NA
25834,"AA+"
25835,NA
25836,NA
25837,NA
25838,NA
25839,NA
25840,NA
25841,NA
25842,NA
25843,NA
25844,"AA+"
25845,"AA+"
25846,"AA+"
25847,"AA+"
25848,"AA+"
25849,"AA+"
25850,"AA+"
25851,"AA+"
25852,"AA+"
25853,"AA+"
25854,"AA+"
25855,NA
25856,NA
25857,NA
25858,NA
25859,"AA+"
25860,"AA+"
25861,"AA+"
25862,"AA+"
25863,"AA+"
25864,"AA+"
25865,"AA+"
25866,"AA+"
25867,"AA+"
25868,"AA+"
25869,"AA+"
25870,"AA+"
25871,"AA+"
25872,"AA+"
25873,"AA+"
25874,"AA+"
25875,"AA+"
25876,NA
25877,NA
25878,NA
25879,NA
25880,NA
25881,NA
25882,NA
25883,NA
25884,NA
25885,NA
25886,NA
25887,NA
25888,NA
25889,NA
25890,NA
25891,NA
25892,NA
25893,NA
25894,"AA+"
25895,"AA+"
25896,NA
25897,NA
25898,NA
25899,NA
25900,NA
25901,NA
25902,NA
25903,NA
25904,NA
25905,NA
25906,NA
25907,NA
25908,NA
25909,NA
25910,NA
